client,site,country,tracc_practice,assessment_date,tracc_maturity
Client 12,Site 67,Ireland,5S,3/7/2017,1.65
Client 12,Site 67,Ireland,5S,3/8/2017,1.72
Client 12,Site 67,Ireland,5S,3/15/2017,1
Client 12,Site 67,Ireland,5S,3/16/2017,1.83
Client 12,Site 67,Ireland,5S,3/23/2017,1.83
Client 12,Site 67,Ireland,5S,3/29/2017,1.87
Client 12,Site 67,Ireland,5S,4/6/2017,1.87
Client 12,Site 67,Ireland,5S,4/27/2017,1.87
Client 12,Site 67,Ireland,5S,5/4/2017,1.56
Client 12,Site 67,Ireland,5S,5/6/2017,1.58
Client 12,Site 67,Ireland,5S,5/12/2017,1.87
Client 12,Site 67,Ireland,5S,5/19/2017,1.9
Client 12,Site 67,Ireland,5S,5/26/2017,1.9
Client 12,Site 67,Ireland,5S,6/1/2017,1
Client 12,Site 67,Ireland,5S,6/2/2017,1.9
Client 12,Site 67,Ireland,5S,6/8/2017,1.48
Client 12,Site 67,Ireland,5S,6/9/2017,1.9
Client 12,Site 67,Ireland,5S,6/16/2017,1.9
Client 12,Site 67,Ireland,5S,7/3/2017,1.85
Client 12,Site 67,Ireland,5S,7/6/2017,1
Client 12,Site 67,Ireland,5S,7/7/2017,1.81
Client 12,Site 67,Ireland,5S,7/14/2017,1.65
Client 12,Site 67,Ireland,5S,7/19/2017,1
Client 12,Site 67,Ireland,5S,7/24/2017,1.02
Client 12,Site 67,Ireland,5S,7/28/2017,1.78
Client 12,Site 67,Ireland,5S,7/31/2017,1.5
Client 12,Site 67,Ireland,5S,8/1/2017,1.55
Client 12,Site 67,Ireland,5S,8/10/2017,1.29
Client 12,Site 67,Ireland,5S,8/19/2017,1.64
Client 12,Site 67,Ireland,5S,8/25/2017,1.78
Client 12,Site 67,Ireland,5S,8/29/2017,1.35
Client 12,Site 67,Ireland,5S,8/30/2017,1.4
Client 12,Site 67,Ireland,5S,9/7/2017,1.64
Client 12,Site 67,Ireland,5S,9/8/2017,1.64
Client 12,Site 67,Ireland,5S,9/9/2017,1.5
Client 12,Site 67,Ireland,5S,9/11/2017,1.55
Client 12,Site 67,Ireland,5S,9/16/2017,1.12
Client 12,Site 67,Ireland,5S,10/9/2017,1.57
Client 12,Site 67,Ireland,5S,10/10/2017,1.57
Client 12,Site 67,Ireland,5S,11/9/2017,1.57
Client 12,Site 67,Ireland,5S,11/10/2017,1.6
Client 12,Site 67,Ireland,5S,11/15/2017,1.16
Client 12,Site 67,Ireland,5S,11/16/2017,1.55
Client 12,Site 67,Ireland,5S,11/20/2017,1.62
Client 12,Site 67,Ireland,5S,11/21/2017,1.45
Client 12,Site 67,Ireland,5S,12/19/2017,1
Client 12,Site 67,Ireland,5S,12/20/2017,1.79
Client 12,Site 67,Ireland,5S,12/23/2017,1.57
Client 12,Site 67,Ireland,5S,12/25/2017,1.57
Client 12,Site 67,Ireland,5S,12/26/2017,1.6
Client 12,Site 67,Ireland,5S,12/27/2017,1.46
Client 12,Site 67,Ireland,5S,1/1/2018,1.7
Client 12,Site 67,Ireland,5S,1/10/2018,1.38
Client 12,Site 67,Ireland,5S,1/11/2018,1.65
Client 12,Site 67,Ireland,5S,1/17/2018,1.73
Client 12,Site 67,Ireland,5S,1/18/2018,1.82
Client 12,Site 67,Ireland,5S,1/19/2018,1.74
Client 12,Site 67,Ireland,5S,1/23/2018,1.44
Client 12,Site 67,Ireland,5S,1/24/2018,1.58
Client 12,Site 67,Ireland,5S,1/25/2018,1.68
Client 12,Site 67,Ireland,5S,1/26/2018,1.63
Client 12,Site 67,Ireland,5S,1/29/2018,1.72
Client 12,Site 67,Ireland,5S,1/31/2018,1.69
Client 12,Site 67,Ireland,5S,2/1/2018,1.67
Client 12,Site 67,Ireland,5S,2/2/2018,1.44
Client 12,Site 67,Ireland,5S,2/19/2018,1.82
Client 12,Site 67,Ireland,5S,2/20/2018,1.78
Client 12,Site 67,Ireland,5S,2/23/2018,1.7
Client 12,Site 67,Ireland,5S,2/24/2018,1.78
Client 12,Site 67,Ireland,5S,2/26/2018,1.46
Client 12,Site 67,Ireland,5S,3/1/2018,1.91
Client 12,Site 67,Ireland,5S,3/7/2018,1
Client 12,Site 67,Ireland,5S,3/23/2018,1.57
Client 12,Site 67,Ireland,5S,3/24/2018,1.8
Client 12,Site 67,Ireland,5S,3/25/2018,1.81
Client 12,Site 67,Ireland,5S,3/26/2018,1.53
Client 12,Site 67,Ireland,5S,3/27/2018,1.74
Client 12,Site 67,Ireland,5S,3/29/2018,1.83
Client 12,Site 67,Ireland,5S,4/23/2018,1.62
Client 12,Site 67,Ireland,5S,5/22/2018,1.93
Client 12,Site 67,Ireland,5S,5/23/2018,1.77
Client 12,Site 67,Ireland,5S,5/24/2018,1
Client 12,Site 67,Ireland,5S,5/28/2018,1.69
Client 12,Site 67,Ireland,5S,5/29/2018,1.64
Client 12,Site 67,Ireland,5S,6/7/2018,1.65
Client 12,Site 67,Ireland,5S,6/15/2018,1.8
Client 12,Site 67,Ireland,5S,6/20/2018,1.93
Client 12,Site 67,Ireland,5S,6/21/2018,1.87
Client 12,Site 67,Ireland,5S,6/22/2018,1.79
Client 12,Site 67,Ireland,5S,6/25/2018,1.79
Client 12,Site 67,Ireland,5S,6/26/2018,1.73
Client 12,Site 67,Ireland,5S,6/27/2018,1.02
Client 12,Site 67,Ireland,5S,6/28/2018,1.73
Client 12,Site 67,Ireland,5S,7/6/2018,1
Client 12,Site 67,Ireland,5S,7/10/2018,1.72
Client 12,Site 67,Ireland,5S,7/11/2018,1.73
Client 12,Site 67,Ireland,5S,7/12/2018,1.71
Client 12,Site 67,Ireland,5S,7/16/2018,1.9
Client 12,Site 67,Ireland,5S,7/17/2018,1.42
Client 12,Site 67,Ireland,5S,7/18/2018,1.88
Client 12,Site 67,Ireland,5S,7/19/2018,1.66
Client 12,Site 67,Ireland,5S,7/24/2018,1.78
Client 12,Site 67,Ireland,5S,8/7/2018,1.92
Client 12,Site 67,Ireland,5S,8/8/2018,1.81
Client 12,Site 67,Ireland,5S,8/9/2018,1.81
Client 12,Site 67,Ireland,5S,8/10/2018,1.79
Client 12,Site 67,Ireland,5S,8/20/2018,1.9
Client 12,Site 67,Ireland,5S,8/28/2018,1.73
Client 12,Site 67,Ireland,5S,9/13/2018,1.76
Client 12,Site 67,Ireland,5S,9/14/2018,1.79
Client 12,Site 67,Ireland,5S,9/20/2018,1.94
Client 12,Site 67,Ireland,5S,9/27/2018,1.73
Client 12,Site 67,Ireland,5S,9/28/2018,1
Client 12,Site 67,Ireland,5S,10/1/2018,1.84
Client 12,Site 67,Ireland,5S,10/3/2018,1.8
Client 12,Site 67,Ireland,5S,10/6/2018,1.5
Client 12,Site 67,Ireland,5S,10/9/2018,1.8
Client 12,Site 67,Ireland,5S,10/10/2018,1.87
Client 12,Site 67,Ireland,5S,10/20/2018,1.85
Client 12,Site 67,Ireland,Focused Improvement,1/10/2016,1.78
Client 12,Site 67,Ireland,Focused Improvement,1/11/2016,1.36
Client 12,Site 67,Ireland,Focused Improvement,2/24/2016,2
Client 12,Site 67,Ireland,Focused Improvement,5/22/2016,1.43
Client 12,Site 67,Ireland,Focused Improvement,5/23/2016,1.43
Client 12,Site 67,Ireland,Focused Improvement,5/24/2016,1.54
Client 12,Site 67,Ireland,Focused Improvement,6/1/2016,1.37
Client 12,Site 67,Ireland,Focused Improvement,6/3/2016,1.31
Client 12,Site 67,Ireland,Focused Improvement,6/13/2016,1.43
Client 12,Site 67,Ireland,Focused Improvement,6/14/2016,1.42
Client 12,Site 67,Ireland,Focused Improvement,6/28/2016,1.76
Client 12,Site 67,Ireland,Focused Improvement,7/1/2016,1
Client 12,Site 67,Ireland,Focused Improvement,8/31/2016,1.03
Client 12,Site 67,Ireland,Focused Improvement,11/12/2016,1.78
Client 12,Site 67,Ireland,Focused Improvement,11/13/2016,1.83
Client 12,Site 67,Ireland,Focused Improvement,11/14/2016,1.29
Client 12,Site 67,Ireland,Focused Improvement,12/9/2016,1.25
Client 12,Site 67,Ireland,Focused Improvement,12/12/2016,1.58
Client 12,Site 67,Ireland,Focused Improvement,12/14/2016,1.08
Client 12,Site 67,Ireland,Focused Improvement,12/24/2016,1.58
Client 12,Site 67,Ireland,Focused Improvement,12/27/2016,1.55
Client 12,Site 67,Ireland,Focused Improvement,5/3/2017,1.83
Client 12,Site 67,Ireland,Focused Improvement,5/6/2017,1.29
Client 12,Site 67,Ireland,Focused Improvement,5/17/2017,1.57
Client 12,Site 67,Ireland,Focused Improvement,7/3/2017,1.81
Client 12,Site 67,Ireland,Focused Improvement,7/8/2017,1.81
Client 12,Site 67,Ireland,Focused Improvement,7/14/2017,1.78
Client 12,Site 67,Ireland,Focused Improvement,7/24/2017,1
Client 12,Site 67,Ireland,Focused Improvement,7/28/2017,1.84
Client 12,Site 67,Ireland,Focused Improvement,8/10/2017,1.33
Client 12,Site 67,Ireland,Focused Improvement,8/18/2017,1.82
Client 12,Site 67,Ireland,Focused Improvement,8/25/2017,1.85
Client 12,Site 67,Ireland,Focused Improvement,9/7/2017,1.86
Client 12,Site 67,Ireland,Focused Improvement,9/11/2017,1.44
Client 12,Site 67,Ireland,Focused Improvement,9/12/2017,1.38
Client 12,Site 67,Ireland,Focused Improvement,9/16/2017,1.29
Client 12,Site 67,Ireland,Focused Improvement,11/6/2017,1.83
Client 12,Site 67,Ireland,Focused Improvement,11/16/2017,1.61
Client 12,Site 67,Ireland,Focused Improvement,11/20/2017,1.5
Client 12,Site 67,Ireland,Focused Improvement,11/21/2017,1.55
Client 12,Site 67,Ireland,Focused Improvement,12/6/2017,1.8
Client 12,Site 67,Ireland,Focused Improvement,12/16/2017,1
Client 12,Site 67,Ireland,Focused Improvement,12/26/2017,1.64
Client 12,Site 67,Ireland,Focused Improvement,12/27/2017,1.74
Client 12,Site 67,Ireland,Focused Improvement,1/10/2018,1.95
Client 12,Site 67,Ireland,Focused Improvement,1/18/2018,1.85
Client 12,Site 67,Ireland,Focused Improvement,1/19/2018,1.77
Client 12,Site 67,Ireland,Focused Improvement,1/20/2018,1.52
Client 12,Site 67,Ireland,Focused Improvement,2/3/2018,1.79
Client 12,Site 67,Ireland,Focused Improvement,2/5/2018,1.68
Client 12,Site 67,Ireland,Focused Improvement,2/16/2018,1.57
Client 12,Site 67,Ireland,Focused Improvement,2/22/2018,1.94
Client 12,Site 67,Ireland,Focused Improvement,2/23/2018,1.78
Client 12,Site 67,Ireland,Focused Improvement,2/24/2018,1.94
Client 12,Site 67,Ireland,Focused Improvement,3/1/2018,1.52
Client 12,Site 67,Ireland,Focused Improvement,3/20/2018,1.94
Client 12,Site 67,Ireland,Focused Improvement,3/23/2018,1.55
Client 12,Site 67,Ireland,Focused Improvement,3/24/2018,1.94
Client 12,Site 67,Ireland,Focused Improvement,3/26/2018,1.58
Client 12,Site 67,Ireland,Focused Improvement,3/27/2018,1.91
Client 12,Site 67,Ireland,Focused Improvement,3/29/2018,1.86
Client 12,Site 67,Ireland,Focused Improvement,4/21/2018,2.02
Client 12,Site 67,Ireland,Focused Improvement,4/24/2018,1.94
Client 12,Site 67,Ireland,Focused Improvement,5/21/2018,1.94
Client 12,Site 67,Ireland,Focused Improvement,5/23/2018,1.52
Client 12,Site 67,Ireland,Focused Improvement,5/24/2018,1.94
Client 12,Site 67,Ireland,Focused Improvement,5/30/2018,1.9
Client 12,Site 67,Ireland,Focused Improvement,6/15/2018,1.08
Client 12,Site 67,Ireland,Focused Improvement,6/21/2018,1.93
Client 12,Site 67,Ireland,Focused Improvement,6/26/2018,1.87
Client 12,Site 67,Ireland,Focused Improvement,6/27/2018,1.19
Client 12,Site 67,Ireland,Focused Improvement,7/18/2018,1.34
Client 12,Site 67,Ireland,Focused Improvement,7/19/2018,1.88
Client 12,Site 67,Ireland,Focused Improvement,7/20/2018,1.3
Client 12,Site 67,Ireland,Focused Improvement,7/21/2018,1.93
Client 12,Site 67,Ireland,Focused Improvement,7/22/2018,1.93
Client 12,Site 67,Ireland,Focused Improvement,7/23/2018,1.93
Client 12,Site 67,Ireland,Focused Improvement,7/24/2018,1.92
Client 12,Site 67,Ireland,Focused Improvement,8/8/2018,1.78
Client 12,Site 67,Ireland,Focused Improvement,8/21/2018,1.93
Client 12,Site 67,Ireland,Focused Improvement,8/28/2018,1.95
Client 12,Site 67,Ireland,Focused Improvement,9/1/2018,1.8
Client 12,Site 67,Ireland,Focused Improvement,9/23/2018,1.93
Client 12,Site 67,Ireland,Focused Improvement,9/25/2018,1.95
Client 12,Site 67,Ireland,Focused Improvement,9/29/2018,1.88
Client 12,Site 67,Ireland,Focused Improvement,10/1/2018,1.95
Client 12,Site 67,Ireland,Focused Improvement,10/3/2018,1.69
Client 12,Site 67,Ireland,Teamwork,1/10/2016,1.84
Client 12,Site 67,Ireland,Teamwork,5/22/2016,1.28
Client 12,Site 67,Ireland,Teamwork,5/23/2016,1.09
Client 12,Site 67,Ireland,Teamwork,5/24/2016,1.14
Client 12,Site 67,Ireland,Teamwork,6/3/2016,1.19
Client 12,Site 67,Ireland,Teamwork,6/11/2016,1
Client 12,Site 67,Ireland,Teamwork,6/13/2016,1.45
Client 12,Site 67,Ireland,Teamwork,6/15/2016,1.03
Client 12,Site 67,Ireland,Teamwork,6/28/2016,1.19
Client 12,Site 67,Ireland,Teamwork,6/29/2016,1.59
Client 12,Site 67,Ireland,Teamwork,7/1/2016,1
Client 12,Site 67,Ireland,Teamwork,7/5/2016,1.22
Client 12,Site 67,Ireland,Teamwork,11/12/2016,1.89
Client 12,Site 67,Ireland,Teamwork,11/14/2016,1.24
Client 12,Site 67,Ireland,Teamwork,12/10/2016,1.4
Client 12,Site 67,Ireland,Teamwork,12/11/2016,1.69
Client 12,Site 67,Ireland,Teamwork,12/16/2016,1.54
Client 12,Site 67,Ireland,Teamwork,12/17/2016,1.35
Client 12,Site 67,Ireland,Teamwork,12/27/2016,1.63
Client 12,Site 67,Ireland,Teamwork,1/29/2017,1.64
Client 12,Site 67,Ireland,Teamwork,1/31/2017,1.52
Client 12,Site 67,Ireland,Teamwork,2/6/2017,1.77
Client 12,Site 67,Ireland,Teamwork,2/11/2017,1.73
Client 12,Site 67,Ireland,Teamwork,2/19/2017,1.73
Client 12,Site 67,Ireland,Teamwork,2/26/2017,1.76
Client 12,Site 67,Ireland,Teamwork,3/4/2017,1.84
Client 12,Site 67,Ireland,Teamwork,3/11/2017,1.84
Client 12,Site 67,Ireland,Teamwork,3/20/2017,1.84
Client 12,Site 67,Ireland,Teamwork,3/31/2017,1.22
Client 12,Site 67,Ireland,Teamwork,4/3/2017,1.87
Client 12,Site 67,Ireland,Teamwork,5/3/2017,1.96
Client 12,Site 67,Ireland,Teamwork,5/5/2017,1.16
Client 12,Site 67,Ireland,Teamwork,5/6/2017,1.96
Client 12,Site 67,Ireland,Teamwork,6/6/2017,1.57
Client 12,Site 67,Ireland,Teamwork,6/8/2017,1.81
Client 12,Site 67,Ireland,Teamwork,7/1/2017,1.72
Client 12,Site 67,Ireland,Teamwork,7/3/2017,1.82
Client 12,Site 67,Ireland,Teamwork,7/14/2017,1.83
Client 12,Site 67,Ireland,Teamwork,7/15/2017,1.85
Client 12,Site 67,Ireland,Teamwork,7/25/2017,1
Client 12,Site 67,Ireland,Teamwork,7/28/2017,1.84
Client 12,Site 67,Ireland,Teamwork,8/8/2017,1.43
Client 12,Site 67,Ireland,Teamwork,8/10/2017,1.09
Client 12,Site 67,Ireland,Teamwork,8/12/2017,1.52
Client 12,Site 67,Ireland,Teamwork,8/13/2017,1.73
Client 12,Site 67,Ireland,Teamwork,8/17/2017,1.64
Client 12,Site 67,Ireland,Teamwork,8/25/2017,1.84
Client 12,Site 67,Ireland,Teamwork,9/16/2017,1.39
Client 12,Site 67,Ireland,Teamwork,10/6/2017,1.91
Client 12,Site 67,Ireland,Teamwork,11/13/2017,1.85
Client 12,Site 67,Ireland,Teamwork,11/16/2017,1.68
Client 12,Site 67,Ireland,Teamwork,11/20/2017,1.6
Client 12,Site 67,Ireland,Teamwork,12/5/2017,1
Client 12,Site 67,Ireland,Teamwork,12/25/2017,1.73
Client 12,Site 67,Ireland,Teamwork,12/26/2017,1.81
Client 12,Site 67,Ireland,Teamwork,12/27/2017,1.91
Client 12,Site 67,Ireland,Teamwork,1/9/2018,1.95
Client 12,Site 67,Ireland,Teamwork,1/13/2018,1.6
Client 12,Site 67,Ireland,Teamwork,1/17/2018,1.42
Client 12,Site 67,Ireland,Teamwork,1/18/2018,1.85
Client 12,Site 67,Ireland,Teamwork,1/19/2018,1.72
Client 12,Site 67,Ireland,Teamwork,1/20/2018,1.77
Client 12,Site 67,Ireland,Teamwork,1/22/2018,1.74
Client 12,Site 67,Ireland,Teamwork,1/23/2018,1.68
Client 12,Site 67,Ireland,Teamwork,1/24/2018,1.75
Client 12,Site 67,Ireland,Teamwork,2/2/2018,1.66
Client 12,Site 67,Ireland,Teamwork,2/20/2018,1.91
Client 12,Site 67,Ireland,Teamwork,2/23/2018,1.91
Client 12,Site 67,Ireland,Teamwork,2/24/2018,1.58
Client 12,Site 67,Ireland,Teamwork,2/26/2018,1.9
Client 12,Site 67,Ireland,Teamwork,3/19/2018,1.8
Client 12,Site 67,Ireland,Teamwork,3/23/2018,1.57
Client 12,Site 67,Ireland,Teamwork,3/24/2018,1.77
Client 12,Site 67,Ireland,Teamwork,3/25/2018,1.93
Client 12,Site 67,Ireland,Teamwork,3/26/2018,1.54
Client 12,Site 67,Ireland,Teamwork,3/27/2018,1.38
Client 12,Site 67,Ireland,Teamwork,4/16/2018,1
Client 12,Site 67,Ireland,Teamwork,4/17/2018,2.11
Client 12,Site 67,Ireland,Teamwork,5/23/2018,1.9
Client 12,Site 67,Ireland,Teamwork,5/24/2018,1.95
Client 12,Site 67,Ireland,Teamwork,5/29/2018,1.72
Client 12,Site 67,Ireland,Teamwork,5/30/2018,1.43
Client 12,Site 67,Ireland,Teamwork,6/19/2018,1.88
Client 12,Site 67,Ireland,Teamwork,6/21/2018,1.36
Client 12,Site 67,Ireland,Teamwork,6/22/2018,1.7
Client 12,Site 67,Ireland,Teamwork,6/25/2018,1.69
Client 12,Site 67,Ireland,Teamwork,6/26/2018,1.83
Client 12,Site 67,Ireland,Teamwork,6/30/2018,1.86
Client 12,Site 67,Ireland,Teamwork,7/2/2018,1.74
Client 12,Site 67,Ireland,Teamwork,7/6/2018,1.37
Client 12,Site 67,Ireland,Teamwork,7/10/2018,1.75
Client 12,Site 67,Ireland,Teamwork,7/18/2018,1.43
Client 12,Site 67,Ireland,Teamwork,7/19/2018,1.72
Client 12,Site 67,Ireland,Teamwork,7/20/2018,1.45
Client 12,Site 67,Ireland,Teamwork,7/22/2018,1.8
Client 12,Site 67,Ireland,Teamwork,8/10/2018,1
Client 12,Site 67,Ireland,Teamwork,8/13/2018,1.09
Client 12,Site 67,Ireland,Teamwork,8/16/2018,1.84
Client 12,Site 67,Ireland,Teamwork,8/17/2018,1.9
Client 12,Site 67,Ireland,Teamwork,8/20/2018,1.81
Client 12,Site 67,Ireland,Teamwork,8/21/2018,1.87
Client 12,Site 67,Ireland,Teamwork,8/29/2018,1
Client 12,Site 67,Ireland,Teamwork,9/13/2018,1
Client 12,Site 67,Ireland,Teamwork,9/20/2018,1.87
Client 12,Site 67,Ireland,Teamwork,9/21/2018,1.89
Client 12,Site 67,Ireland,Teamwork,9/25/2018,1.98
Client 12,Site 67,Ireland,Teamwork,9/28/2018,1.85
Client 12,Site 67,Ireland,Teamwork,9/29/2018,1.81
Client 12,Site 67,Ireland,Teamwork,10/1/2018,1.81
Client 12,Site 67,Ireland,Teamwork,10/3/2018,1.56
Client 12,Site 67,Ireland,Teamwork,10/12/2018,1
Client 12,Site 67,Ireland,Visual Management,1/10/2016,1.87
Client 12,Site 67,Ireland,Visual Management,1/11/2016,1.38
Client 12,Site 67,Ireland,Visual Management,2/24/2016,2
Client 12,Site 67,Ireland,Visual Management,5/22/2016,1.22
Client 12,Site 67,Ireland,Visual Management,5/24/2016,1.32
Client 12,Site 67,Ireland,Visual Management,5/25/2016,1.37
Client 12,Site 67,Ireland,Visual Management,6/3/2016,1.24
Client 12,Site 67,Ireland,Visual Management,6/10/2016,1
Client 12,Site 67,Ireland,Visual Management,6/13/2016,1.49
Client 12,Site 67,Ireland,Visual Management,6/28/2016,1.56
Client 12,Site 67,Ireland,Visual Management,7/1/2016,1
Client 12,Site 67,Ireland,Visual Management,8/31/2016,1.11
Client 12,Site 67,Ireland,Visual Management,11/12/2016,1.92
Client 12,Site 67,Ireland,Visual Management,11/14/2016,1.28
Client 12,Site 67,Ireland,Visual Management,12/9/2016,1.98
Client 12,Site 67,Ireland,Visual Management,12/10/2016,1.52
Client 12,Site 67,Ireland,Visual Management,12/30/2016,1.58
Client 12,Site 67,Ireland,Visual Management,12/31/2016,1.42
Client 12,Site 67,Ireland,Visual Management,1/23/2017,1.58
Client 12,Site 67,Ireland,Visual Management,1/30/2017,1.83
Client 12,Site 67,Ireland,Visual Management,3/4/2017,1.95
Client 12,Site 67,Ireland,Visual Management,4/22/2017,2
Client 12,Site 67,Ireland,Visual Management,5/4/2017,1
Client 12,Site 67,Ireland,Visual Management,5/5/2017,1.62
Client 12,Site 67,Ireland,Visual Management,5/24/2017,1.52
Client 12,Site 67,Ireland,Visual Management,7/3/2017,1.96
Client 12,Site 67,Ireland,Visual Management,7/14/2017,1.82
Client 12,Site 67,Ireland,Visual Management,7/25/2017,1.63
Client 12,Site 67,Ireland,Visual Management,7/28/2017,1.91
Client 12,Site 67,Ireland,Visual Management,8/9/2017,1.37
Client 12,Site 67,Ireland,Visual Management,8/10/2017,1.35
Client 12,Site 67,Ireland,Visual Management,8/25/2017,1.85
Client 12,Site 67,Ireland,Visual Management,8/30/2017,1.79
Client 12,Site 67,Ireland,Visual Management,9/5/2017,1
Client 12,Site 67,Ireland,Visual Management,9/7/2017,1.8
Client 12,Site 67,Ireland,Visual Management,9/8/2017,1.53
Client 12,Site 67,Ireland,Visual Management,9/9/2017,1.85
Client 12,Site 67,Ireland,Visual Management,9/16/2017,1.28
Client 12,Site 67,Ireland,Visual Management,9/29/2017,1.96
Client 12,Site 67,Ireland,Visual Management,10/7/2017,1.77
Client 12,Site 67,Ireland,Visual Management,11/10/2017,1.96
Client 12,Site 67,Ireland,Visual Management,11/13/2017,1.89
Client 12,Site 67,Ireland,Visual Management,11/16/2017,1.79
Client 12,Site 67,Ireland,Visual Management,11/20/2017,1.82
Client 12,Site 67,Ireland,Visual Management,11/21/2017,1.89
Client 12,Site 67,Ireland,Visual Management,11/24/2017,1.05
Client 12,Site 67,Ireland,Visual Management,11/28/2017,1.98
Client 12,Site 67,Ireland,Visual Management,11/29/2017,1.98
Client 12,Site 67,Ireland,Visual Management,12/10/2017,1.91
Client 12,Site 67,Ireland,Visual Management,12/23/2017,1.82
Client 12,Site 67,Ireland,Visual Management,12/26/2017,1.93
Client 12,Site 67,Ireland,Visual Management,1/9/2018,1.81
Client 12,Site 67,Ireland,Visual Management,1/10/2018,1.83
Client 12,Site 67,Ireland,Visual Management,1/11/2018,1.71
Client 12,Site 67,Ireland,Visual Management,1/13/2018,1.66
Client 12,Site 67,Ireland,Visual Management,1/19/2018,1.98
Client 12,Site 67,Ireland,Visual Management,1/20/2018,1.79
Client 12,Site 67,Ireland,Visual Management,1/22/2018,1.96
Client 12,Site 67,Ireland,Visual Management,1/23/2018,1.86
Client 12,Site 67,Ireland,Visual Management,1/25/2018,1.68
Client 12,Site 67,Ireland,Visual Management,2/19/2018,1.88
Client 12,Site 67,Ireland,Visual Management,2/20/2018,1.83
Client 12,Site 67,Ireland,Visual Management,2/22/2018,1.96
Client 12,Site 67,Ireland,Visual Management,2/23/2018,1.9
Client 12,Site 67,Ireland,Visual Management,2/24/2018,1.87
Client 12,Site 67,Ireland,Visual Management,2/26/2018,1.95
Client 12,Site 67,Ireland,Visual Management,3/23/2018,1.78
Client 12,Site 67,Ireland,Visual Management,3/24/2018,1.93
Client 12,Site 67,Ireland,Visual Management,3/26/2018,1.69
Client 12,Site 67,Ireland,Visual Management,3/27/2018,1.93
Client 12,Site 67,Ireland,Visual Management,4/20/2018,2.11
Client 12,Site 67,Ireland,Visual Management,4/30/2018,1.93
Client 12,Site 67,Ireland,Visual Management,5/28/2018,1.89
Client 12,Site 67,Ireland,Visual Management,5/30/2018,1.95
Client 12,Site 67,Ireland,Visual Management,6/20/2018,1.95
Client 12,Site 67,Ireland,Visual Management,6/25/2018,1.86
Client 12,Site 67,Ireland,Visual Management,6/26/2018,1.93
Client 12,Site 67,Ireland,Visual Management,6/27/2018,1.91
Client 12,Site 67,Ireland,Visual Management,6/29/2018,1.88
Client 12,Site 67,Ireland,Visual Management,7/16/2018,1.75
Client 12,Site 67,Ireland,Visual Management,7/17/2018,1.91
Client 12,Site 67,Ireland,Visual Management,7/20/2018,1.89
Client 12,Site 67,Ireland,Visual Management,7/25/2018,1.95
Client 12,Site 67,Ireland,Visual Management,8/18/2018,1.95
Client 12,Site 67,Ireland,Visual Management,8/21/2018,1.92
Client 12,Site 67,Ireland,Visual Management,8/27/2018,1.89
Client 12,Site 67,Ireland,Visual Management,8/29/2018,1.95
Client 12,Site 67,Ireland,Visual Management,9/20/2018,1.96
Client 12,Site 67,Ireland,Visual Management,9/25/2018,1.91
Client 12,Site 67,Ireland,Visual Management,10/1/2018,1.98
Client 12,Site 67,Ireland,Visual Management,10/2/2018,1.98
Client 12,Site 67,Ireland,Visual Management,10/3/2018,1.62
Client 10,Site 67,Brasil,5S,8/12/2017,1.09
Client 10,Site 67,Brasil,5S,8/16/2017,1
Client 10,Site 67,Brasil,5S,9/12/2017,1.12
Client 10,Site 67,Brasil,5S,9/14/2017,1.02
Client 10,Site 67,Brasil,5S,9/25/2017,1.17
Client 10,Site 67,Brasil,5S,9/26/2017,1.17
Client 10,Site 67,Brasil,5S,1/19/2018,1.42
Client 10,Site 67,Brasil,5S,1/25/2018,1
Client 10,Site 67,Brasil,5S,3/12/2018,1.38
Client 10,Site 67,Brasil,5S,3/21/2018,1.07
Client 10,Site 67,Brasil,5S,3/23/2018,1.07
Client 10,Site 67,Brasil,5S,3/28/2018,1.79
Client 10,Site 67,Brasil,5S,4/27/2018,1.81
Client 10,Site 67,Brasil,5S,5/7/2018,1.47
Client 10,Site 67,Brasil,5S,5/18/2018,1.39
Client 10,Site 67,Brasil,5S,5/19/2018,1.27
Client 10,Site 67,Brasil,5S,5/21/2018,1.65
Client 10,Site 67,Brasil,5S,5/22/2018,1.35
Client 10,Site 67,Brasil,5S,5/24/2018,1
Client 10,Site 67,Brasil,5S,5/25/2018,1.54
Client 10,Site 67,Brasil,5S,5/26/2018,1.31
Client 10,Site 67,Brasil,5S,5/27/2018,1.62
Client 10,Site 67,Brasil,5S,5/28/2018,1.05
Client 10,Site 67,Brasil,5S,5/29/2018,1
Client 10,Site 67,Brasil,5S,6/1/2018,1.07
Client 10,Site 67,Brasil,5S,6/5/2018,1.68
Client 10,Site 67,Brasil,5S,6/7/2018,1.43
Client 10,Site 67,Brasil,5S,6/8/2018,1.39
Client 10,Site 67,Brasil,5S,6/16/2018,1.35
Client 10,Site 67,Brasil,5S,6/20/2018,1.3
Client 10,Site 67,Brasil,5S,6/21/2018,1
Client 10,Site 67,Brasil,5S,6/26/2018,1.4
Client 10,Site 67,Brasil,Focused Improvement,8/17/2017,1
Client 10,Site 67,Brasil,Focused Improvement,8/18/2017,1.11
Client 10,Site 67,Brasil,Focused Improvement,9/12/2017,1.46
Client 10,Site 67,Brasil,Focused Improvement,9/17/2017,1.03
Client 10,Site 67,Brasil,Focused Improvement,9/27/2017,1.5
Client 10,Site 67,Brasil,Focused Improvement,9/28/2017,1.5
